Property Name,Property Id,Breadcrumbs,Price,Image URL,Description,Seller Name,Location,Property Type,Bathrooms,Bedrooms,Property URL
താമസം പുത്തൻവീട്ടിൽ തന്നെ ആവട്ടെ,1671368707,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'താമസം പുത്തൻവീട്ടിൽ തന്നെ ആവട്ടെ']","{'amount': '25', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/uyh0q8vxli34-IN/image;s=850x0,അടയ്ക്ക നമ്മൾ ഒരു വീട് നോക്കുമ്പോൾ നമ്മൾ അനുഭവിക്കുന്ന പ്രധാന പ്രശ്നം ആണ് പഴയ വീടുകൾ ആണ് കിട്ടുന്നത് എന്നുള്ളത് പക്ഷേ കോഴിക്കോട് നഗരത്തിലുള്ള പുത്തൻ വാടകവീടുകൾ നോക്കാം,Brokees,"Thondayad, Kozhikode, Kerala",Houses & Villas,3,3,https://www.olx.in/item/-iid-1671368707
മികച്ച ഇന്റീരിയർ ഉള്ള ഫ്ലാറ്റ് ന്യായ വാടകയ്ക്ക്,1671051955,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'മികച്ച ഇന്റീരിയർ ഉള്ള ഫ്ലാറ്റ് ന്യായ വാടകയ്ക്ക്']","{'amount': '28', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/x8ay8bmb2n6t3-IN/image;s=850x0,നഗരത്തിൽ താമസിക്കുന്ന അതിനുവേണ്ടി അഴകിയ ഫ്ലാറ്റുകൾ വാടകയ്ക്ക്.,Brokees,"Thondayad, Kozhikode, Kerala",Apartments,3,3,https://www.olx.in/item/-iid-1671051955
Excellent furnished flat in city,1740984890,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Mankavu', 'Excellent furnished flat in city']","{'amount': '10', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/vch37ztbgb5k3-IN/image;s=850x0,"Flat for small family with all necessary furniture available. Very near to all amenities , in Kozhikode city and great location. Only small families or ladies will be considered",Olx User,"Mankavu, Kozhikode, Kerala",Apartments,1,2,https://www.olx.in/item/excellent-furnished-flat-in-city-iid-1740984890
"2 bhk Ground Floor of a house for RENT near IT park,  Kovoor MLA road",1743592119,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kovoor', '2 bhk Ground Floor of a house for RENT near IT park,  Kovoor MLA road']","{'amount': '10', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/n5khnm4rqs5j2-IN/image;s=850x0,"2 bedroom Ground Floor of a house available for rent near IT Park,  Kovoor MLA road.","S Kumar, Vaishali properties","Kovoor, Kozhikode, Kerala",Houses & Villas,2,2,https://www.olx.in/item/2-bhk-ground-floor-of-a-house-for-rent-near-it-park-kovoor-mla-road-iid-1743592119
1bhk fully furnished flat for rent at Thondayad bypass,1624512646,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '1bhk fully furnished flat for rent at Thondayad bypass']","{'amount': '25', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/pcikgytux1wt-IN/image;s=850x0,Near metro Hospital,FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,2,1,https://www.olx.in/item/1bhk-fully-furnished-flat-for-rent-at-thondayad-bypass-iid-1624512646
1bhk studio fully furnished flat for rent at Bypass,1573305815,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '1bhk studio fully furnished flat for rent at Bypass']","{'amount': '18', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/xgjzof0t5agj1-IN/image;s=850x0,Fully furnished flat for rent,FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,1,1,https://www.olx.in/item/1bhk-studio-fully-furnished-flat-for-rent-at-bypass-iid-1573305815
House for rent westhill kanakalaya bank,1744500071,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Nadakkavu', 'House for rent westhill kanakalaya bank']","{'amount': '15', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/qhguhkk5d9pa3-IN/image;s=850x0,Newly built house for rent westhill kanakalaya bank,Abhilash Calicut,"Nadakkavu, Kozhikode, Kerala",Houses & Villas,2,2,https://www.olx.in/item/house-for-rent-westhill-kanakalaya-bank-iid-1744500071
കോഴിക്കോട് പട്ടേരി വീടിൻറെ മുകൾഭാഗം 3 ബെഡ്റൂം വീട് വാടകയ്ക്ക്,1736038011,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparambu', 'കോഴിക്കോട് പട്ടേരി വീടിൻറെ മുകൾഭാഗം 3 ബെഡ്റൂം വീട് വാടകയ്ക്ക്']","{'amount': '12', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/rplx2crqa8rw2-IN/image;s=850x0,ശുദ്ധമായ കിണർ വെള്ളം നല്ല കാർ പാർക്കിംഗ് മെയിൻ റോഡിൽ നിന്നും 300 മീറ്റർ ഫാമിലിക്ക് അല്ലെങ്കിൽ ലേഡീഷനോ കൊടുക്കുന്നതാണ്,Real Properties,"Karaparambu, Kozhikode, Kerala",Houses & Villas,2,3,https://www.olx.in/item/3--iid-1736038011
Fully furnished 1bhk apartment with balcony,1741875227,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Fully furnished 1bhk apartment with balcony']","{'amount': '25', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/fzbwnre9gq9h1-IN/image;s=850x0,1bhk apartment facilities,Musthafa KP,"Thondayad, Kozhikode, Kerala",Apartments,1,1,https://www.olx.in/item/fully-furnished-1bhk-apartment-with-balcony-iid-1741875227
2bhk semi furnished flat for rent at Calicut,1637175333,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '2bhk semi furnished flat for rent at Calicut']","{'amount': '21', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/3xme8hn2h3oz1-IN/image;s=850x0,2bhk semi furnished flat for rent at Calicut,FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,3,3,https://www.olx.in/item/2bhk-semi-furnished-flat-for-rent-at-calicut-iid-1637175333
2 Bedroom Flat for Rent at Calicut City,1737047019,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in YMCA Cross Road', '2 Bedroom Flat for Rent at Calicut City']","{'amount': '40', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/sgxgwgj9hyse3-IN/image;s=850x0,"Luxury Living at its Best! Experience the epitome of comfort and elegance with our exquisite 2 BHK luxury flat for rent in Calicut. This fully furnished flat is available for a monthly rent of just 40,000 Rs.",THOMAS ASSOCIATES REALTORS,"YMCA Cross Road, Kozhikode, Kerala",Apartments,2,2,https://www.olx.in/item/2-bedroom-flat-for-rent-at-calicut-city-iid-1737047019
കോഴിക്കോട് മലപ്പറമ്പ് രണ്ട് ബെഡ്റൂം വീട് വാടകയ്ക്ക്,1735837483,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparambu', 'കോഴിക്കോട് മലപ്പറമ്പ് രണ്ട് ബെഡ്റൂം വീട് വാടകയ്ക്ക്']","{'amount': '12', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/nskfqontse53-IN/image;s=850x0,മലപ്പറമ്പ് മെയിൻ റോഡിനടുത്ത് രണ്ട് ബെഡ്റൂം വീട് വാടകയ്ക്ക് വാടക 12000,Real Properties,"Karaparambu, Kozhikode, Kerala",Houses & Villas,2,2,https://www.olx.in/item/-iid-1735837483
കോഴിക്കോട് വളയനാട് അമ്പലത്തിനടുത്ത് വീട് പണയത്തിന് മൂന്ന് ബെഡ്റൂം,1735923117,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparambu', 'കോഴിക്കോട് വളയനാട് അമ്പലത്തിനടുത്ത് വീട് പണയത്തിന് മൂന്ന് ബെഡ്റൂം']","{'amount': '15', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/x33of22vkicz-IN/image;s=850x0,കിണർ വെള്ളം കാർ പാർക്കിംഗ് ബാക്കി എല്ലാ സൗകര്യങ്ങളും കൂടിയ വീട് പണയത്തിന്,Real Properties,"Karaparambu, Kozhikode, Kerala",Houses & Villas,3,3,https://www.olx.in/item/-iid-1735923117
"1 room attached bathroom having living room, balcony, open terrace.",1744483886,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in West Hill Chungam', '1 room attached bathroom having living room, balcony, open terrace.']","{'amount': '6', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/lufmx2guw6553-IN/image;s=850x0,Ladies Payin Guest facilities in westhill chungam 6000per month rent,OLX User,"West Hill Chungam, Kozhikode, Kerala",Houses & Villas,1,1,https://www.olx.in/item/1-room-attached-bathroom-having-living-room-balcony-open-terrace-iid-1744483886
Civil station 2BHK apartment for lease(പണയം )ground floor,1744481460,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Calicut Civil Station', 'Civil station 2BHK apartment for lease(പണയം )ground floor']","{'amount': '10', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/b8qrdi755oc62-IN/image;s=850x0,Civil station 2BHK apartment for lease(പണയം ),96456575I6,"Calicut Civil Station, Kozhikode, Kerala",Apartments,,2,https://www.olx.in/item/civil-station-2bhk-apartment-for-lease-ground-floor-iid-1744481460
2 bhk Upstairs for Rent in near NGO Qrts,1744477900,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Paroppadi', '2 bhk Upstairs for Rent in near NGO Qrts']","{'amount': '13', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/jbniq7ucgecl3-IN/image;s=850x0,2 bedroom Upstairs of a house for rent in near NGO qrts.,"S Kumar, Vaishali properties","Paroppadi, Kozhikode, Kerala",Houses & Villas,2,2,https://www.olx.in/item/2-bhk-upstairs-for-rent-in-near-ngo-qrts-iid-1744477900
Upstair house for rent in Kozhikode/ Calicut,1744474366,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kakahzhi Palam', 'Upstair house for rent in Kozhikode/ Calicut']","{'amount': '12', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/rs6hy2jcrvpc1-IN/image;s=850x0,Rental Upstair house,Sarath soman,"Kakahzhi Palam, Kozhikode, Kerala",Houses & Villas,2,1,https://www.olx.in/item/upstair-house-for-rent-in-kozhikode-calicut-iid-1744474366
Asokapuram nr rajendra hosptl 2BHK apartmnt for rent only for bachelor,1744470390,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Asokapuram', 'Asokapuram nr rajendra hosptl 2BHK apartmnt for rent only for bachelor']","{'amount': '14', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/ksc3xvha7c422-IN/image;s=850x0,Asokapuram nr rajendra hospital 2BHK apartment for rent,96456575I6,"Asokapuram, Kozhikode, Kerala",Apartments,,2,https://www.olx.in/item/asokapuram-nr-rajendra-hosptl-2bhk-apartmnt-for-rent-only-for-bachelor-iid-1744470390
3 BHK Flat for Rental,1738111548,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Calicut Civil Station', '3 BHK Flat for Rental']","{'amount': '40', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/x9y05c2usngn1-IN/image;s=850x0,3 BHK Flat for Rental from Oct first.,Royal Mangrove,"Calicut Civil Station, Kozhikode, Kerala",Apartments,4,3,https://www.olx.in/item/3-bhk-flat-for-rental-iid-1738111548
Luxury Fully Furnished Room for Rent,1744463046,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Poovangal', 'Luxury Fully Furnished Room for Rent']","{'amount': '6', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/sjvt4ctf8vpa1-IN/image;s=850x0,Looking for the perfect place to call home? ,Canoli developers,"Poovangal, Kozhikode, Kerala",Houses & Villas,,,https://www.olx.in/item/luxury-fully-furnished-room-for-rent-iid-1744463046
1BHK FULL FURNISHED FLAT FOR RENT,1743659335,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '1BHK FULL FURNISHED FLAT FOR RENT']","{'amount': '22', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/04irzv8tuvlp2-IN/image;s=850x0,1BHK FULLY FURNISHED FLAT FOR RENT. WITH ROOF TOP SWIMMING AND AND OPEN COURTYARD IN TOWER.,HI-LANDS RENTALS & RESALES,"Thondayad, Kozhikode, Kerala",Apartments,2,1,https://www.olx.in/item/1bhk-full-furnished-flat-for-rent-iid-1743659335
Full furnished studio flat for rent,1743658739,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Full furnished studio flat for rent']","{'amount': '19', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/sordzoehs7uc3-IN/image;s=850x0,Full furnished studio flat for rent. Bachelor's are allowed.,HI-LANDS RENTALS & RESALES,"Thondayad, Kozhikode, Kerala",Apartments,1,1,https://www.olx.in/item/full-furnished-studio-flat-for-rent-iid-1743658739
2.5 BHK BRAND NEW FLAT FOR RENT,1743658413,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '2.5 BHK BRAND NEW FLAT FOR RENT']","{'amount': '30', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/x9pqc80cw7lf-IN/image;s=850x0,2.5 BHK full furnished brand new flat for rent. Preferrable for family. Newly constructed building,HI-LANDS RENTALS & RESALES,"Thondayad, Kozhikode, Kerala",Apartments,3,3,https://www.olx.in/item/25-bhk-brand-new-flat-for-rent-iid-1743658413
2.5 BHK FULLY FURNISHED FLAT FOR RENT,1743658044,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '2.5 BHK FULLY FURNISHED FLAT FOR RENT']","{'amount': '30', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/r5g57g83q3co3-IN/image;s=850x0,2.5 BHK porsh furnished flat for rent,HI-LANDS RENTALS & RESALES,"Thondayad, Kozhikode, Kerala",Apartments,3,3,https://www.olx.in/item/25-bhk-fully-furnished-flat-for-rent-iid-1743658044
2.5 BHK FULLY FURNISHED FLAT FOR RENT,1743657738,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '2.5 BHK FULLY FURNISHED FLAT FOR RENT']","{'amount': '27', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/iih6ljvurpsd2-IN/image;s=850x0,2.5 BHK FULLY FURNISHED FLAT FOR RENT,HI-LANDS RENTALS & RESALES,"Thondayad, Kozhikode, Kerala",Apartments,3,3,https://www.olx.in/item/25-bhk-fully-furnished-flat-for-rent-iid-1743657738
2 BHK BRAND NEW FLAT FOR RENT AT NH 66,1744462458,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayade', '2 BHK BRAND NEW FLAT FOR RENT AT NH 66']","{'amount': '27', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/4b80dbo484md3-IN/image;s=850x0,BRANDED FLAT FOR SALE & RENT AVAILABLE IN CALICUT,PROPERTY HUB,"Thondayade, Kozhikode, Kerala",Apartments,,,https://www.olx.in/item/2-bhk-brand-new-flat-for-rent-at-nh-66-iid-1744462458
3 BHK SEMI FURNISHED BRANDED FLAT FOR RENT AT MALAPARAMPA,1744459125,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '3 BHK SEMI FURNISHED BRANDED FLAT FOR RENT AT MALAPARAMPA']","{'amount': '20', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/srs9qp7qml571-IN/image;s=850x0,Branded flat for rent & sale available in Calicut,PROPERTY HUB,"Thondayad, Kozhikode, Kerala",Apartments,3,3,https://www.olx.in/item/3-bhk-semi-furnished-branded-flat-for-rent-at-malaparampa-iid-1744459125
3BHK PREMIUM FURNISHED FLAT FOR RENT,1743654324,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '3BHK PREMIUM FURNISHED FLAT FOR RENT']","{'amount': '35', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/0bx01k9ffid32-IN/image;s=850x0,3BHK fully furnished flat for rent. With all amenities and club house facilities in a gated community,HI-LANDS RENTALS & RESALES,"Thondayad, Kozhikode, Kerala",Apartments,4,3,https://www.olx.in/item/3bhk-premium-furnished-flat-for-rent-iid-1743654324
Rooms4 Bachelor’s nd couples Rent SingleRoom 7000 DoubleRoom 5000 Each,1707838591,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kallai', 'Rooms4 Bachelor’s nd couples Rent SingleRoom 7000 DoubleRoom 5000 Each']","{'amount': '5', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/6gr8jxnrpfr92-IN/image;s=850x0,"For Monthly Rent Only. Single and Double Bedroom Available. (Attached Bathroom) Near Iqra Hospital, Opp Kallayi Railway Station calicut.",NEW EVEREST LODGE,"Kallai, Kozhikode, Kerala",Builder Floors,1,1,https://www.olx.in/item/rooms4-bachelors-nd-couples-rent-singleroom-7000-doubleroom-5000-each-iid-1707838591
1bhk fully furnished flat for rent at Thondayad bypass,1632686399,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '1bhk fully furnished flat for rent at Thondayad bypass']","{'amount': '19', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/zg3sjequu3xj3-IN/image;s=850x0,1bhk fully furnished flat for rent at Thondayad bypass,FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,1,1,https://www.olx.in/item/1bhk-fully-furnished-flat-for-rent-at-thondayad-bypass-iid-1632686399
Single Bachelor's room for working mens.,1740958919,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kakahzhi Palam', ""Single Bachelor's room for working mens.""]","{'amount': '7', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/f6uewi0xy8u33-IN/image;s=850x0,"50 mtr from kannur highway, westhill calicut. Wi-Fi, Water Purifier, Inverter facility.",Nirmal Dev,"Kakahzhi Palam, Kozhikode, Kerala",Houses & Villas,1,1,https://www.olx.in/item/single-bachelors-room-for-working-mens-iid-1740958919
Unfurnished studio apartmnent,1743653773,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Unfurnished studio apartmnent']","{'amount': '15', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/imq0xvxc112m3-IN/image;s=850x0,Unfurnished studio apartment for rent. Preferrable for office purpose in a gated community. Can rentout to small family and bachelor's also,HI-LANDS RENTALS & RESALES,"Thondayad, Kozhikode, Kerala",Apartments,1,1,https://www.olx.in/item/unfurnished-studio-apartmnent-iid-1743653773
"ഒറ്റ വീട് പണയം / പയ്യാനക്കൽ,കപ്പക്കൽ",1744455445,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Panniyankara', 'ഒറ്റ വീട് പണയം / പയ്യാനക്കൽ,കപ്പക്കൽ']","{'amount': '11', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/zi9f1sixp5ho3-IN/image;s=850x0,4 cent plot/ 2bhk/ 1 bath attached europian/ 1 indian style bath in hall/ kitchen/ work area/sitout/hall/compound wall,Property Dealer,"Panniyankara, Kozhikode, Kerala",Houses & Villas,2,2,https://www.olx.in/item/-iid-1744455445
2bhk apartment for bachelor's girls and boys,1741276518,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Nadakkavu', ""2bhk apartment for bachelor's girls and boys""]","{'amount': '12', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/kyxwnbxa6lhx-IN/image;s=850x0,2bhk. 12k rent advance 35k,Rental properties,"Nadakkavu, Kozhikode, Kerala",Apartments,2,2,https://www.olx.in/item/2bhk-apartment-for-bachelors-girls-and-boys-iid-1741276518
2bhk at puthiyara,1741276200,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kuthiravattom', '2bhk at puthiyara']","{'amount': '15', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/hednfa8e08no-IN/image;s=850x0,"2bhk a attachéd , recently renovated  flat",Rental properties,"Kuthiravattom, Kozhikode, Kerala",Apartments,2,2,https://www.olx.in/item/2bhk-at-puthiyara-iid-1741276200
4bhk full furnished,1741275633,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Nadakkavu', '4bhk full furnished']","{'amount': '25', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/9gvzcvag618e3-IN/image;s=850x0,"4bhk 4 bathroom , kwa , ",Rental properties,"Nadakkavu, Kozhikode, Kerala",Houses & Villas,4,4,https://www.olx.in/item/4bhk-full-furnished-iid-1741275633
"1200 Sq.Ft 3 Bhk Semi Furnished Flat For Rent At Puthiyara,Calicut",1744443378,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Puthiyara', '1200 Sq.Ft 3 Bhk Semi Furnished Flat For Rent At Puthiyara,Calicut']","{'amount': '22', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/q2v9lzvg9e1e-IN/image;s=850x0,"Searching for a rental Flat, we are here to help you",Big Deals,"Puthiyara, Kozhikode, Kerala",Apartments,3,3,https://www.olx.in/item/1200-sqft-3-bhk-semi-furnished-flat-for-rent-at-puthiyaracalicut-iid-1744443378
കോഴിക്കോട് വേങ്ങേരി 3 ബെഡ്റൂം ഫർണിസ്റ്റ് വീട് വാടകയ്ക്ക്,1744437903,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparambu', 'കോഴിക്കോട് വേങ്ങേരി 3 ബെഡ്റൂം ഫർണിസ്റ്റ് വീട് വാടകയ്ക്ക്']","{'amount': '25', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/8ir3qx8d5urd3-IN/image;s=850x0,കോഴിക്കോട് വേങ്ങേരി മൂന്ന് ബെഡ്റൂം ഫർണിസ്റ്റ് വീട് വാടകയ്ക്ക് കിണർ വെള്ളം കാർ പാർക്കിംഗ് ബാക്കി എല്ലാ സൗകര്യങ്ങളും ഉണ്ട്,Real Properties,"Karaparambu, Kozhikode, Kerala",Houses & Villas,3,3,https://www.olx.in/item/3--iid-1744437903
2bhk  upastair,1741270018,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Nadakkavu', '2bhk  upastair']","{'amount': '12', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/muh51t7ja2wd-IN/image;s=850x0,"2bhk 2 attached ,",Rental properties,"Nadakkavu, Kozhikode, Kerala",Houses & Villas,2,2,https://www.olx.in/item/2bhk-upastair-iid-1741270018
Kozhikode chevayur,1744431369,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayoor', 'Kozhikode chevayur']","{'amount': '25', 'currency': '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/1n3lolc9nub01-IN/image;s=850x0,Single hs 3 bed room A c,Shaji KP,"Chevayoor, Kozhikode, Kerala",Houses & Villas,3,3,https://www.olx.in/item/kozhikode-chevayur-iid-1744431369
